                                   class  count
187       Pc Ch Elysés entrée Yves Farge     21
188           R Esclangon Vercors à Weil     21
189         Av Europe Doderot a Reynoard     21
190       A DL Weill Arménie à Esclangon     21
191                          Pl DrGirard     20
192              Av J Perrot lorangeraie     20
193       Crs Libération Ec Lib Verlaine     20
194        Bd Gambetta Lesdigu Boissieux     20
195                       Ave Rochambeau     20
196       Ech Mistral séparateur central     20
197              Crs La Fontaine impair      20
198        R Alliés Milliat à A de Vigny     20
199         Parc 2 R Hermin tour Vercors     20
200         R Stalingrad Balzac à Alliés     20
201                     Sq DrLéon Martin     20
202        Pl  L Jouvet mail jx de boule     20
203         R A France CODASE ang Camine     20
204                R C Kogan Pl centrale     20
205        Av Constantine Gym des saules     20
206       Pc Savane entrée Ronserail Sud     20
207           Crs Libé Alliés Rochambeau     19
208       Ec prim du Grand Chatelet n 36     19
209       R Stalingrad Musset La Bruyère     19
210         R du village face à la Poste     19
211           Pl Gare park gare routière     19
212                        Cité de lAlma     19
213                       Ec la fontaine     19
214                        R A de Chissé     19
215                Quatre Tours Malherbe     19
216       Av Martyrs impair Sud Horowitz     19
217                R des Arts et Métiers     19
218       Pc 3 H St Ferjus Chartr Belled     19
219        Pl Ch Dullin arri im Malherbe     19
220                          Ave Ronsard     19
221       Crique sud abords terr de foot     19
222                              R Hoche     19
223                    R Gén Mangin 3941     19
224                Ec prim n 55 R Ampère     19
225          Rte Lyon départ Via Ferrata     19
226          Prc La Bruyère Resid SUDEST     18
227       Parc 2 R Herminier ch de Ronde     18
228        R Léo Lagrange piste cyclable     18
229             Pc Savane local pétanque     18
230       Cité Paul Mistral R solidarité     18
231       Bd J Vallier de Irvoy à Ampère     18
232         R Musset de Pupin à Reynoard     18
233           H de police bd Mal Leclerq     18
234           Av A Belgique Durand Rivet     18
235          R Peretto Bordier Berthelot     18
236       Av Malherbe J Perrot GPhilippe     18
237                     Ec A France n 31     18
238                        R J Bart pair     18
239         R Esmonin  Reynoard à Pupin      18
240                Pl L Jouvet n 22 à 28     18
241                     Cite George Sand     18
242                Pl L Jouvet n 08 à 20     18
243         Pc Savane aire jeux Painlevé     18
244           Bd J Pain Vallier Dauphins     18
245          Allée de la Sylphide impair     18
246                 R FG Lorca n 12 à 18     18
247            Sq L Blum ang Stalingrad      18
248         R Léo Lagrange trottoir park     18
249                         Sq Villebois     18
250       R Déportés Bourget  Stalingrad     17
251       R L Jouhaux Fernanda Teisseire     17
252                R des trois Quartiers     17
253         R Musset de Reynoard à Pupin     17
254        R A Vigny M Oisans Stalingrad     17
255            Allée de la Sylphide pair     17
256                         R DrGreffier     17
257          R Jouhaux Teisseire à Repos     17
258          R Sémard Esclangon à larche     17
259        Jard Plantes J à la française     17
260        La piste pel de laire de jeux     17
261       R Alliés Marquiand  Matussière     17
262                          Pl J Achard     17
263          R du Régiment du 4ème Génie     17
264          Av Berthelot IUFM à voie EO     17
265          R Lesdiguières Est Gambetta     17
266                R P Mérimée la Bifurk     17
267                 Ave Teisseire impair     17
268              R L Lagrange face école     17
269             Pl de la Commune de 1871     17
270       Crs Jaurès impair de PHD/ Lorr     17
271       Pc Pompidou al du parc 05 à 13     16
272       Ave Beaumarchais ang A Reynier     16
273                   Av Paul Cocat pair     16
274          Jard Plantes le long J Pain     16
275                   Pl St Bruno Voirie     16
276           Av J Perrot ang J O 93 105     16
277             R Esmonin talus Alibert      16
278                           Pl dApvril     16
279                Prc Pompidou  gradins     16
280         Jard Dauphins 1ère terrasse      16
281             R Cardinal le Camus pair     16
282                    Impasse Ganganeli     16
283             R Flandrin / Pont Carpin     16
284         R E Claires Schweitzer Péguy     16
285                Ave La Bruyère impair     16
286        A A Lorraine Jaures à la Gare     16
287        R Gén Mangin Sq dev immeubles     16
288                       Pl Victor Hugo     16
289                            R Cdt Nal     16
290                        Hauts du PARC     16
291        Av J Perrot ang J O  Chapitre     16
292          Impasse Clément Ader Voirie     16
293            Cité Abry R Gén Garibaldi     16
294                        Av Europe EDF     16
295            R A France park Vaucanson     16
296            Sortie A 480 st Bachelard     16
297            Parc Vallier aire de jeux     16
298           C JJaurés Berriat à Dupont     15
299       Av Europe ech Constantin talus     15
300         Sq H Mauchant face 16 Voirie     15
301          Ec Berlioz R F Garcia Lorca     15
302          Cité F Gauthier abords jeux     15
303         Ave Rh Danube L Michel Greta     15
304       Pc Savane entrée Ronserail Nor     15
305         R Gén Mangin Alliés Jacquart     15
306               Re G Eiffel/ P Payerne     15
307         Allée des Deux Mondes impair     15
308                 Av Paul Cocat impair     15
309         Cité Mistral R A Thomas park     15
310                     Pl Valentin Hauÿ     15
311             Cité Mistral stab Sud 74     15
312         Crs Jaurès pair de PHD/ Lorr     15
313          Pc Savane le long Rh Danube     15
314              Pl Bir Hakeim commerces     15
315        R L Jouhaux de J Bart au n 88     15
316                  Ave La Bruyère pair     15
317              R Col Driant cote école     15
318                           Sq Florian     15
319                     Place H Dubedout     15
320       RArts de montagne aire de jeux     15
321          Av Reynoard Musset LBruyère     15
322            R Emile Romanet n 22 à 26     15
323          Av Berthelot lycée Guynemer     15
324                Parc 1 Michalon Musée     15
325              Ave du Grand Serre pair     14
326                         Ferme Prémol     14
327         Av J O Perrot à D Fontanelle     14
328       A Lorraine impair Jaures Gambe     14
329             R Sémard dev éc commerce     14
330                Square Marcel Peretto     14
331         Av J Perrot ang Stat Ponsard     14
332         R Manteyer des J O à Ravanat     14
333        Tr quartiers pourtour silo 1      14
334          Sq St Eynard station taxis      14
335                    R de la Bajatière     14
336          Chem de Ronde club bouliste     14
337           Bd Gallieni park n 01 à 09     14
338                            R Louvois     14
339        Garage central Malherbe Ouest     14
340         Sq H Mauchant grande pelouse     14
341            Av J O  J Perrot à Kaunas     14
342                        R Esmonin IMT     14
343            Ec mat J Verne 15 R Hoche     14
344                          Sq Ch Péguy     14
345                        Pl des Saules     14
346           R Vercors Morel à Alambert     14
347                R du Trident 12 et 13     14
348        Ec mat J Racine R Cl le Camus     14
349         R G Philippe crédit agricole     14
350        R Salengro sép Libé Schweitz      14
351                          Pl St Bruno     14
352        Ch la Poterne park derr stade     14
353       Prc Pompidou pourtour rocaille     14
354       Jard Hoche Ouest stabilisé arb     14
355        R Pupin de Esmonin aux Ecrins     14
356               Bd J Pain talus Forum      14
357                        Ec des genêts     14
358               R de Narvick et H Ding     14
359         Pc Pompidou pel face 09 à 13     13
360                 R Lorenzaccio impair     13
361              R Pont Carpin intérieur     13
362       Parc Vallier terrain de boules     13
363          Pc 3 H St Ferjus Chartreuse     13
364         R Esclangon Sémard à Vercors     13
365                 Pc Ch Elysés ang Nal     13
366                 Impasse Clément Ader     13
367        Prc Ech Valmy Gallieni Voirie     13
368               R Joserand et Duffourd     13
369          Terrain de proximité Prémol     13
370                           R de lAlma     13
371          Louvois entrée Prc Pompidou     13
372           R Stalingrad park clos dor     13
373          R J Rey N Chorrier à Jaurès     13
374       Av M Reynoard LBruyère  Alliés     13
375                Ec prim Elisée Chatin     13
376             Prc La Bruyère accés SUD     13
377       Ec L Jouhaux 06 R du 140 R I A     13
378        Bd Foch Tram cdt Rozan Jaures     13
379           Ec prim Vallier R Greffier     13
380        Prc Ouagadougou stabilisé Sud     13
381         Bd Joffre pair Pasteur Rivet     13
382        R Gervasoti mail des tilleuls     13
383              R R François park Kogan     13
384       Al Lys Rouge salle polyvalente     13
385         A DL Weill Colombe à Arménie     13
386        Av J Perrot ang Paul Claudel      13
387           Jard Hoche cour des Bossus     13
388            Bd Joffre Rivet à Pasteur     13
389               Cargo park R P Claudel     13
390         Ch 3 maisonsi th de création     13
391           R Maquis de lOisans impair     12
392                 Pl Salvatore Allende     12
393         Av J dArc C Genin à Argouges     12
394           R Kaunas de Manteyer à J O     12
395               Cité Abry sur pelouses     12
396                          Pl J Racine     12
397       R Stalingrad Vigny à Ma Oisans     12
398             R Maquis de lOisans pair     12
399                      R J Bart impair     12
400         Ec mat du Gand Chatelet n 01     12
401            Jard des Dauphins le labo     12
402              Sq H Mauchant n 02 à 16     12
403        Pl Pasteur Bistesi Régi Génie     12
404       Bd Foch Tram Marceau Lanoyerie     12
405       Av La Bruyère Fenelon  Florian     12
406       Av Rh Danube Vallier E Claires     12
407        Parc 2 R Hermin align central     12
408       Cité Mistral R A Thomas impair     12
409           Pl P Mistral sépar central     12
410                       Ec mat Diderot     12
411                 R Manteyer n 37 à 41     12
412          R du Mont Aiguille imm rond     12
413              R Lebrix ang L Lagrange     12
414          Parc 1 Michalon Qu Jongkind     12
415         R Manteyer Kaunas à J Perrot     12
416        Bd Foch pair Gambetta Marceau     12
417                      R des Collibris     12
418                        Ec des buttes     12
419              Terminus Tram Esclangon     12
420        Jaurés impair Vallier Berriat     12
421        Ec et gymnase Houille Blanche     12
422       R A France pk Vaucanson Camine     12
423              Pc Pompidou zone débats     12
424       Av Constantine ms architecture     12
425                  R Martin Lutherking     12
426                     Qu Claude Brosse     12
427          Ch Gordes Est conservatoire     12
428                Park gymnase Malherbe     12
429          Ec mat Marceau 1 R Bobillot     12
430             Trémie tram Sémard talus     11
431         Av Martyrs Tram Nord Mandela     11
432             Cité Mistral R P Strauss     11
433         R Tarze D Savoyat à Vil lans     11
434        Bd Esplan impair Lyon boules      11
435           Allée des Deux Mondes pair     11
436       Ec prim Malherbe 25av Malherbe     11
437          Pt de Catane Sud align Tram     11
438        Av Constantine Bourse Travail     11
439              Cité Moyrand R E Cartan     11
440               R C Kogan n 08 et 8bis     11
441            Ave du Grand Serre impair     11
442           Bd J Pain Lyautey Haxo sép     11
443       All Romantiques Vigny Sylphide     11
444       R Pupin Esmonin au tunnel bâti     11
445                         R H Dagalier     11
446          R Jacquard Louvois à Kenedy     11
447                   R Frédéric Taulier     11
448                Ec mat Colonel Driant     11
449         Bd Foch Tram Marceau G Rivet     11
450            Gal Arlequin 70 cote parc     11
451       Halte gard mutualité exterieur     11
452       Av Europe ang Aliende H Piazza     11
453                         R J Lemaitre     11
454        R E Claires Rh Danube Césaire     11
455               Cité Moyrand R Dupleix     11
456        R Frederico Garcia Lorca park     11
457             Jard Plantes butte musée     11
458                   R DrBordier impair     11
459        Ec Jules Ferry 47 R L Jouhaux     11
460         Ec mat Painlevé 21 Rh Danube     11
461        Ec prim Painlevé 73 Bouchayer     11
462             R C Kogan n 31alignement     11
463                      R des Peupliers     11
464         Ec mat Bizanet 51 ave Randon     11
465           R Coubertin service voirie     11
466       Ec prim J Racine R Cl le Camus     11
467         R Turgot Le Nôtre à Lemaitre     11
468          Voie E O zone éduc routière     11
469         Av Martyrs pair Sud Horowitz     11
470                   R Lorenzaccio pair     11
471         Av J dArc Perreau Clémenceau     11
472                   Ave du 11 Novembre     11
473          Ec F Buisson 04 R DrBordier     11
474        Pl R Frappat ang Eaux Claires     11
475         Ec mat Savane 10 R Ronserail     11
476             R Jouhaux lycée Argouges     11
477       Bd Foch Tram Lanoyerie Marceau     11
478               Sq Coppier R de lisère     11
479          FPA des Alpins R Stalingrad     10
480            Av Europe ang Cure Bourse     10
481         R Peupliers butte ang tennis     10
482        Ch la Poterne st Vercors park     10
483         R A Terray Suède à AGrégoire     10
484       All des Frênes pel Cascatelles     10
485           Bd Foch Ferrié à Mallifaud     10
486            Av Grande Chartreuse pair     10
487           Bd Esplan pair n 4458 Lyon     10
488       Placette Montferrat Schweitzer     10
489       Av La Bruyère Helbronner au Sq     10
490        Ec Mistral ave Rhin et Danube     10
491          Pc Savane stab aire de jeux     10
492                R Gervasoti n 06 à 34     10
493               Ec mat Cornélie Gémond     10
494        Pl André Malraux bord du park     10
495                           R DrBailly     10
496                 Cité Moyrand R Condé     10
497               R L Lachenal n 02 à 04     10
498               R R Lesage du 17 au 23     10
499            Ave St Roch ang Prudhomme     10
500          Pass du Verderet derr école     10
501                           R des Arts     10
502        A A Lorraine la Gare à Jaures     10
503                R C Kogan pelouse IMT     10
504          R Esmonin Rond point à Blum     10
505                      R Ernest Hareux     10
506       Prc Ouagadougou Ttoir Mantayer     10
507         R Monge Ch église Gay Lussac     10
508       Av Reynoard passerelle Cl Mail     10
509                 R Flandrin voie Tram     10
510         R Marquian Lesage à A Frédet     10
511       Crs Libération Vaujany Rondeau     10
512                    Qu des Allobroges     10
513           Cté Chatelet R René Cassin     10
514       R Robespierre tennis plein air     10
515          A DL Weill Billat à Colombe     10
516                        Pl Notre Dame     10
517       Ave Randon impair Ronde Girard     10
518          Minoterie Armand r R Thomas     10
519           Cité Mistral Pl Solidarité     10
520         R J Giono Jacquard  Pompidou     10
521          R St Jaime Servien Lorraine     10
522         R R Salengro derrière biblio     10
523         R F Poulat pair ang St Franç     10
524         Cargo Nord Est dans le gazon     10
525          Av Grande Chartreuse impair     10
526                   Stade Lesdiguières     10
527         R Arlequin park Res LBruyère      9
528                      Jard du Couvent      9
529       Arrèt tram La Bruyère Pl ouest      9
530           Bd J Pain le long du Forum      9
531           Park Mallifaud ang P Janet      9
532        R Léo Lagrange ang Gén Ferrié      9
533        Crs Jaurès impair de Lorr/Ber      9
534                        Ec des frênes      9
535             R Capitaine Camine park       9
536        Pl St Bruno abords de léglise      9
537       Av LBruyère Reynoard Peupliers      9
538         R Hermite Raspail à Alembert      9
539                     R de lObiou pair      9
540         Av Martyrs pair Nord Mandela      9
541                        R R Descartes      9
542                      R de lEchaillon      9
543       Cargo Ext NDame piste cyclable      9
544           Cité Mistral dev Tour n 74      9
545         R Déportés Vaillant  Bourget      9
546                              R Papet      9
547       Av Martyrs impair Nord Mandela      9
548         Pc Savane terrains pétanque       9
549          Prc Pompidou piste cyclable      9
550           Cité Mistral derr garderie      9
551       Av Champon Diabl bleus Bougaut      9
552          R Pupin du tunnel à Esmonin      9
553                      Av Champon pair      9
554                  R Ninon Vallin park      9
555            Av Europe rond point tram      9
556         Av Berthelot crédit agricole      9
557                   Sq Charles Michels      9
558                   Pl Gare arrêt Tram      9
559          R du 140 RIA derr Taillefer      9
560        Ec mat Malherbe n 40 R Pascal      9
561         Pl Bir Hakeim Pltte Dolomieu      9
562         Ec mat G Philippe R N Vallin      9
563          R R Lesage devant Ec Daudet      9
564       Jard du 8 mai 1945 R Bouchayer      9
565       Jard Hoche combat afrique nord      9
566       Villa Arthaud R Colonel Driant      9
567                     R Blanche Monier      9
568          Crs Libé Foch Rocham impair      9
569              R de la Station Ponsard      9
570           R Cardinal le Camus impair      9
571                     R DrBordier pair      9
572          R Kaunas P Cocat à Manteyer      9
573        Av LBruyère de Peupliers Tram      9
574         R Dunant ang B de Montferrat      9
575                      Parvis F Latour      9
576                            R Bécaria      9
577         R A France Schwetzer Plateau      9
578            Crique sud n 170 Arlequin      9
579                 Le Rondeau coté pair      9
580               Jard Hoche pelouse Sud      9
581       Crique sud abords aire de jeux      9
582                    R François Raoult      9
583         Av Malherbe société Générale      9
584                   Av J O nord Voirie      9
585          R Jacquard Kenedy à Louvois      9
586        Ave Randon imp Calv St Eynard      9
587                         Pl de Verdun      9
588          Ave Randon St Eynard Piquet      9
589                         R du village      8
590          Sq Lafleur R Général Ferrié      8
591        R J Ferry Lumière et Ch disly      8
592             Av Constantine n 06 à 24      8
593         R Villard de Lans et Graille      8
594                            R Bizanet      8
595           Av J dArc C Genin  Perreau      8
596        R Pascal Florian à La Bruyère      8
597         Av Europe Ouest station Tram      8
598           Jard Hoche pas Est Malraux      8
599        R des Arts pas Colbert Voirie      8
600         Av J dArc Clémenceau Perraut      8
601                     R des Trois épis      8
602            Cité les Vignes n 03 à 07      8
603           Cargo Pltte ang Ext N Dame      8
604             Ec prim libération n 203      8
605                 Av P Cocat Tour n 16      8
606       R Village pel contre immeubles      8
607               R Ampère ang Lindbergh      8
608                     R Pascal 17 à 31      8
609      Cité Teisseire le bassin Voirie      8
610                       R Paul Bourget      8
611        R Lesdiguières Ouest Gambetta      8
612        Jard Hoche accés R de Narvick      8
613         R J Giono Jacquard à Louvois      8
614                  Sq St Eynard massif      8
615       Allée du Lys Rouge park CODASE      8
616       Av Reynoard Dir dép du travail      8
617        R P Janet Mallifaut à Peretto      8
618             R Manteyer 01à13 ang J O      8
619       Ave Fenelon Littré  La Bruyère      8
620          Bd Clémenceau Valmy  J darc      8
621              R C Kogan n 35 Andrieux      8
622             R Scierie ang Qu Graille      8
623       Pl de Sfax devant biblio inter      8
624                     Allée Ch Pranard      8
625          Pl Doyen Gosse devant I U T      8
626                   Pl Lavalette Musée      8
627            Ave Randon Girard Masséna      8
628         R Gay Lussac Berthelot Monge      8
629           Av Martyrs pl Mandela pair      8
630        Ec prim Bizanet 51 ave Randon      8
631          Av J O de Jouhaux à 140 RIA      8
632           Cité Mistral derr 74 align      8
633                   R Charles Berthier      8
634                      R Manteyer n 31      8
635        Av Constantine ang All Frênes      8
636           R H de Balzac ang Jacquard      8
637                     Pl André Malraux      8
638        Av Martyrs Tram Nord Horowitz      8
639                      R Georges Bizet      8
640           Av Malherbe pe face écoles      8
641              Sq J Macé Qu P L Merlin      8
642        A Lorraine pair Gambet Jaures      8
643          Ave Randon Mortillet Girard      8
644        Av Berthelot  crêche Malherbe      8
645                        R R Fernandat      8
646         R Kennedy Jacquard à Louvois      8
647              R Sémard park Antenne 1      8
648                    Pl Firmin Gautier      8
649               R Col Driant cote Parc      8
650        Cité Mistral R A Thomas 06 08      8
651           Av J dArc Perreau  C Genin      7
652         Av P Cocat Pltte de la poste      7
653          R Stalingrad pair ang Vigny      7
654         Jard Hoche cour des amoureux      7
655        R Déportés ang Mallifaud park      7
656       Cimetière du Grand Sablon park      7
657       Ec mat Bajatière 61av J Perrot      7
658                      Placette Prémol      7
659         Av Reynoard Dodero à Esmonin      7
660       R Arts de montagne face 9 à 13      7
661        R Lanoyerie talus voie ferrée      7
662       Bd Foch pair Hôt Mercure park       7
663         Pc 3 H St Ferjus ch de Ronde      7
664                          R St Ursule      7
665           Jard des Dauphins vasques       7
666            Jard Hoche jeux Est sport      7
667                        Pl DrGalimard      7
668              Ec mat 47 R Sidi Brahim      7
669          Ec prim P Bert 07 Pl Girard      7
670            Av J O Poterne Washington      7
671          R Arlequin pourtour silo 03      7
672                      Ec Lucie Aubrac      7
673           R A France Houille Blanche      7
674           R A France Barral Renavent      7
675            Ec mat Berriat r Anthoard      7
676                          R de Boston      7
677             R Arlequin massif tennis      7
678       Ec prim Bajatière 06 Ch Eglise      7
679                       Rue Guy Moquet      7
680                Gal de lArlequin n 10      7
681         Cité Mistral R A France park      7
682        Cargo ang P Claudel Berthelot      7
683         R Turgot Lemaitre à Malherbe      7
684                   R du Mont Aiguille      7
685            Green Way 19 R Gén Ferrié      7
686                 Ec mat Elisée Chatin      7
687            R Capitaine Camine CODASE      7
688        R Salengro Drevet Ch Pit Nice      7
689                Ec Beauvert av L Blum      7
690       R Andrieux James au rond point      7
691             R Arlequin ang voie tram      7
692                Parc de la Savane Sud      7
693           R A Césaire devant collège      7
694        Chem bois Artas mais retraite      7
695         R Flandrin échangs à Galieni      7
696         R A France Parvis du Plateau      7
697              Bd Foch Mangin à Ferrié      7
698                        Pl M Novarina      7
699                      Crique sud park      7
700       Ec mat Primevères R Gervasotti      6
701         Sq Vallois Montorge Belgrade      6
702                     Pl Lionel Terray      6
703                    Sq des Charmilles      6
704            R N Chorier ang J Prevost      6
705       R Esmonin Pupin à Gd Place sép      6
706         Jard Hoche P Fugain Nord Est      6
707        R M Bourette nord contre bati      6
708                R DrSchweitzer impair      6
709            Chem Barral ang Villebois      6
710       Cité Mistral R A Thomas boules      6
711            Ec mat Vallier R Greffier      6
712           Ec prim n 45 R Sidi Brahim      6
713                        Pl des Géants      6
714          Prc Pompidou alignt central      6
715             Pl des droits de lenfant      6
716          Bd J Pain Forum sép central      6
717         Ave Rh Danube dev GS Mistral      6
718        Bd Foch Cdt de Reynies Mangin      6
719        R Déportés Bourget  Mallifaud      6
720        Cité Mistral Thomas aire jeux      6
721                        Pl Ste Claire      6
722           R Gén Mangin Hôtel Mercure      6
723                  Chem Guilbaut ouest      6
724       Cité Mistral imp 70 alignement      6
725                  R Capitaine Belmont      6
726           Bd Gallieni park n 02 à 06      6
727         Sq H Mauchant face n 16 à 22      6
728                    Ec prim A Daudet       6
729                Ec prim Jard de ville      6
730        Av Constantine Trident à Pins      6
731               Res La Bruyère 40 à 48      6
732          Av Randon imp Girard Calvat      6
733                     Portes de louest      6
734          R Pierre Sémard du 40 au 48      6
735        Bd Diable Bles Perrot Pasteur      6
736             Res La Bruyère commerces      6
737            Pl Pasteur Bistesi Joffre      6
738        Pl Pasteur Joffre Diabl bleus      6
739        Pc Ch Elysés entree dr Farges      6
740           R Jacquard Mangin à Kenedy      6
741           Sq La Bruyère dans pelouse      6
742             Pl J Marval et R Arthaud      6
743                 Centre social Prémol      6
